pname	PID	interID	NumberID
IL12-mediated signaling events(NCI/Nature)	200031	201574	200959
IL12-mediated signaling events(NCI/Nature)	200031	201574	204457
IL12-mediated signaling events(NCI/Nature)	200031	201574	200959
IL12-mediated signaling events(NCI/Nature)	200031	201574	204447
Angiopoietin receptor Tie2-mediated signaling(NCI/Nature)	200060	202734	200381
Angiopoietin receptor Tie2-mediated signaling(NCI/Nature)	200060	202734	200381
Angiopoietin receptor Tie2-mediated signaling(NCI/Nature)	200060	202734	203591
Signaling events mediated by VEGFR1 and VEGFR2(NCI/Nature)	200151	206834	200569
Signaling events mediated by VEGFR1 and VEGFR2(NCI/Nature)	200151	206834	200569
Signaling events mediated by VEGFR1 and VEGFR2(NCI/Nature)	200151	206834	208182
ATF-2 transcription factor network(NCI/Nature)	200107	204975	208525
ATF-2 transcription factor network(NCI/Nature)	200107	204975	200434
BARD1 signaling events(NCI/Nature)	200162	207334	203300
BARD1 signaling events(NCI/Nature)	200162	207334	203300
IL6-mediated signaling events(NCI/Nature)	200114	205298	208871
IL6-mediated signaling events(NCI/Nature)	200114	205298	202793
IL6-mediated signaling events(NCI/Nature)	200114	205298	208834
Signaling events mediated by HDAC Class II(NCI/Nature)	200015	200786	204236
Signaling events mediated by HDAC Class II(NCI/Nature)	200015	200786	204236
IL6-mediated signaling events(NCI/Nature)	200114	205258	200481
IL6-mediated signaling events(NCI/Nature)	200114	205258	200481
IL6-mediated signaling events(NCI/Nature)	200114	205258	208812
Caspase cascade in apoptosis(NCI/Nature)	200138	206257	202990
Caspase cascade in apoptosis(NCI/Nature)	200138	206257	200382
Caspase cascade in apoptosis(NCI/Nature)	200138	206257	202989
Caspase cascade in apoptosis(NCI/Nature)	200138	206257	200218
Caspase cascade in apoptosis(NCI/Nature)	200138	206257	202991
Coregulation of Androgen receptor activity(NCI/Nature)	200035	201638	205033
Coregulation of Androgen receptor activity(NCI/Nature)	200035	201638	201694
Coregulation of Androgen receptor activity(NCI/Nature)	200035	201638	201696
Coregulation of Androgen receptor activity(NCI/Nature)	200035	201674	205033
Coregulation of Androgen receptor activity(NCI/Nature)	200035	201674	201694
Coregulation of Androgen receptor activity(NCI/Nature)	200035	201674	201084
Role of Calcineurin-dependent NFAT signaling in lymphocytes(NCI/Nature)	200069	203168	200591
Role of Calcineurin-dependent NFAT signaling in lymphocytes(NCI/Nature)	200069	203168	200591
Role of Calcineurin-dependent NFAT signaling in lymphocytes(NCI/Nature)	200069	203168	205147
EPO signaling pathway(NCI/Nature)	200147	206638	200519
EPO signaling pathway(NCI/Nature)	200147	206638	200519
EPO signaling pathway(NCI/Nature)	200147	206638	210049
Thromboxane A2 receptor signaling(NCI/Nature)	200063	202881	200200
Thromboxane A2 receptor signaling(NCI/Nature)	200063	202881	201545
LPA receptor mediated events(NCI/Nature)	200010	200532	203489
LPA receptor mediated events(NCI/Nature)	200010	200532	200722
Class I PI3K signaling events(NCI/Nature)	200090	203947	200772
Class I PI3K signaling events(NCI/Nature)	200090	203947	200772
Calcineurin-regulated NFAT-dependent transcription in lymphocytes(NCI/Nature)	200036	201709	205106
Calcium signaling in the CD4+ TCR pathway(NCI/Nature)	200149	201709	205106
Calcineurin-regulated NFAT-dependent transcription in lymphocytes(NCI/Nature)	200036	201709	201736
Calcium signaling in the CD4+ TCR pathway(NCI/Nature)	200149	201709	201736
Calcineurin-regulated NFAT-dependent transcription in lymphocytes(NCI/Nature)	200036	201709	201735
Calcium signaling in the CD4+ TCR pathway(NCI/Nature)	200149	201709	201735
EPO signaling pathway(NCI/Nature)	200147	206632	200808
EPO signaling pathway(NCI/Nature)	200147	206632	200808
EPO signaling pathway(NCI/Nature)	200147	206632	210049
Visual signal transduction: Rods(NCI/Nature)	200129	205899	202254
Visual signal transduction: Rods(NCI/Nature)	200129	205899	206838
Visual signal transduction: Rods(NCI/Nature)	200129	205899	200113
IL2-mediated signaling events(NCI/Nature)	200075	203434	206989
IL2-mediated signaling events(NCI/Nature)	200075	203434	206992
IL2-mediated signaling events(NCI/Nature)	200075	203434	203591
Endothelins(NCI/Nature)	200004	200241	200570
Endothelins(NCI/Nature)	200004	200241	200570
Endothelins(NCI/Nature)	200004	200241	203661
Class I PI3K signaling events mediated by Akt(NCI/Nature)	200158	207090	210502
Class I PI3K signaling events mediated by Akt(NCI/Nature)	200158	207090	210500
Class I PI3K signaling events mediated by Akt(NCI/Nature)	200158	207090	200830
Class I PI3K signaling events mediated by Akt(NCI/Nature)	200158	207090	201937
E2F transcription factor network(NCI/Nature)	200023	201113	204571
E2F transcription factor network(NCI/Nature)	200023	201113	200996
Glucocorticoid receptor regulatory network(NCI/Nature)	200070	203268	206761
Glucocorticoid receptor regulatory network(NCI/Nature)	200070	203268	204117
Glucocorticoid receptor regulatory network(NCI/Nature)	200070	203268	200201
Glucocorticoid receptor regulatory network(NCI/Nature)	200070	203268	200457
Glucocorticoid receptor regulatory network(NCI/Nature)	200070	203268	206762
Effects of Botulinum toxin(NCI/Nature)	200150	206739	201559
Effects of Botulinum toxin(NCI/Nature)	200150	206739	200373
Effects of Botulinum toxin(NCI/Nature)	200150	206739	201558
Effects of Botulinum toxin(NCI/Nature)	200150	206739	203182
Neurotrophic factor-mediated Trk receptor signaling(NCI/Nature)	200118	205540	209198
Neurotrophic factor-mediated Trk receptor signaling(NCI/Nature)	200118	205540	207989
Neurotrophic factor-mediated Trk receptor signaling(NCI/Nature)	200118	205540	200202
Neurotrophic factor-mediated Trk receptor signaling(NCI/Nature)	200118	205540	202180
p38 MAPK signaling pathway(NCI/Nature)	200012	200664	200344
p38 MAPK signaling pathway(NCI/Nature)	200012	200664	200344
p38 MAPK signaling pathway(NCI/Nature)	200012	200664	200346
CDC42 signaling events(NCI/Nature)	200052	202315	200440
CDC42 signaling events(NCI/Nature)	200052	202315	200434
CDC42 signaling events(NCI/Nature)	200052	202283	201922
CDC42 signaling events(NCI/Nature)	200052	202283	201922
CDC42 signaling events(NCI/Nature)	200052	202283	204349
Regulation of Androgen receptor activity(NCI/Nature)	200094	204272	205033
Regulation of Androgen receptor activity(NCI/Nature)	200094	204272	207866
Regulation of Androgen receptor activity(NCI/Nature)	200094	204272	202561
BARD1 signaling events(NCI/Nature)	200162	207328	203300
BARD1 signaling events(NCI/Nature)	200162	207328	210655
BARD1 signaling events(NCI/Nature)	200162	207328	203308
Signaling events mediated by VEGFR1 and VEGFR2(NCI/Nature)	200151	206853	200376
Signaling events mediated by VEGFR1 and VEGFR2(NCI/Nature)	200151	206853	206485
Signaling events mediated by VEGFR1 and VEGFR2(NCI/Nature)	200151	206853	203209
Signaling events mediated by VEGFR1 and VEGFR2(NCI/Nature)	200151	206853	201884
Signaling events mediated by VEGFR1 and VEGFR2(NCI/Nature)	200151	206853	210261
Regulation of retinoblastoma protein(NCI/Nature)	200177	207942	203411
Regulation of retinoblastoma protein(NCI/Nature)	200177	207942	202723
Regulation of retinoblastoma protein(NCI/Nature)	200177	207942	200986
Aurora B signaling(NCI/Nature)	200009	200458	200673
Aurora B signaling(NCI/Nature)	200009	200458	200673
Aurora B signaling(NCI/Nature)	200009	200458	203863
Signaling events mediated by VEGFR1 and VEGFR2(NCI/Nature)	200151	206762	210145
Signaling events mediated by VEGFR1 and VEGFR2(NCI/Nature)	200151	206762	210151
Signaling events mediated by VEGFR1 and VEGFR2(NCI/Nature)	200151	206762	209900
amb2 Integrin signaling(NCI/Nature)	200099	204488	208112
amb2 Integrin signaling(NCI/Nature)	200099	204488	207510
amb2 Integrin signaling(NCI/Nature)	200099	204488	208111
amb2 Integrin signaling(NCI/Nature)	200099	204488	201545
Regulation of nuclear SMAD2/3 signaling(NCI/Nature)	200002	200033	203471
Regulation of nuclear SMAD2/3 signaling(NCI/Nature)	200002	200033	203484
Regulation of nuclear SMAD2/3 signaling(NCI/Nature)	200002	200033	200431
Signaling events regulated by Ret tyrosine kinase(NCI/Nature)	200053	202322	205774
Signaling events regulated by Ret tyrosine kinase(NCI/Nature)	200053	202322	205774
Arf1 pathway(NCI/Nature)	200156	207035	203239
Arf1 pathway(NCI/Nature)	200156	207035	203238
Arf1 pathway(NCI/Nature)	200156	207035	203234
Arf1 pathway(NCI/Nature)	200156	207035	210418
Arf1 pathway(NCI/Nature)	200156	207035	203235
Arf1 pathway(NCI/Nature)	200156	207035	210417
Arf1 pathway(NCI/Nature)	200156	207035	200500
Arf1 pathway(NCI/Nature)	200156	207035	210419
Signaling events mediated by VEGFR1 and VEGFR2(NCI/Nature)	200151	206832	200381
Signaling events mediated by VEGFR1 and VEGFR2(NCI/Nature)	200151	206832	210232
Signaling events mediated by VEGFR1 and VEGFR2(NCI/Nature)	200151	206832	202641
ErbB2/ErbB3 signaling events(NCI/Nature)	200109	205065	202739
ErbB2/ErbB3 signaling events(NCI/Nature)	200109	205065	202739
ErbB2/ErbB3 signaling events(NCI/Nature)	200109	205065	200589
IL2-mediated signaling events(NCI/Nature)	200075	203430	206937
IL2-mediated signaling events(NCI/Nature)	200075	203430	206983
IL2-mediated signaling events(NCI/Nature)	200075	203430	203591
IL12 signaling mediated by STAT4(NCI/Nature)	200181	208096	204930
IL12 signaling mediated by STAT4(NCI/Nature)	200181	208096	211306
IL12 signaling mediated by STAT4(NCI/Nature)	200181	208096	202451
Signaling events activated by Hepatocyte Growth Factor Receptor (c-Met)(NCI/Nature)	200028	201447	204788
Signaling events activated by Hepatocyte Growth Factor Receptor (c-Met)(NCI/Nature)	200028	201447	201642
Signaling events activated by Hepatocyte Growth Factor Receptor (c-Met)(NCI/Nature)	200028	201447	201643
Signaling events activated by Hepatocyte Growth Factor Receptor (c-Met)(NCI/Nature)	200028	201447	200519
Signaling events activated by Hepatocyte Growth Factor Receptor (c-Met)(NCI/Nature)	200028	201447	204833
EPHA2 forward signaling(NCI/Nature)	200172	207722	209963
EPHA2 forward signaling(NCI/Nature)	200172	207722	210926
EPHA2 forward signaling(NCI/Nature)	200172	207722	209963
IL2-mediated signaling events(NCI/Nature)	200075	203439	200090
IL2-mediated signaling events(NCI/Nature)	200075	203439	200090
IL2-mediated signaling events(NCI/Nature)	200075	203439	206953
Regulation of RhoA activity(NCI/Nature)	200045	202001	203895
Regulation of RhoA activity(NCI/Nature)	200045	202001	203893
Regulation of RhoA activity(NCI/Nature)	200045	202001	201834
Regulation of RhoA activity(NCI/Nature)	200045	202001	200489
Regulation of RhoA activity(NCI/Nature)	200045	202001	200490
EPO signaling pathway(NCI/Nature)	200147	206657_1	210095
EPO signaling pathway(NCI/Nature)	200147	206657_1	201163
Syndecan-1-mediated signaling events(NCI/Nature)	200124	205783	200397
Syndecan-1-mediated signaling events(NCI/Nature)	200124	205783	209384
Syndecan-1-mediated signaling events(NCI/Nature)	200124	205783	202891
Neurotrophic factor-mediated Trk receptor signaling(NCI/Nature)	200118	205534	202811
Neurotrophic factor-mediated Trk receptor signaling(NCI/Nature)	200118	205534	209190
Neurotrophic factor-mediated Trk receptor signaling(NCI/Nature)	200118	205534	202116
Caspase cascade in apoptosis(NCI/Nature)	200138	206197	200218
Caspase cascade in apoptosis(NCI/Nature)	200138	206197	200324
Caspase cascade in apoptosis(NCI/Nature)	200138	206197	200059
Caspase cascade in apoptosis(NCI/Nature)	200138	206197	201678
TGF-beta receptor signaling(NCI/Nature)	200180	208030	211216
TGF-beta receptor signaling(NCI/Nature)	200180	208030	211202
TGF-beta receptor signaling(NCI/Nature)	200180	208030	200656
TGF-beta receptor signaling(NCI/Nature)	200180	208030	200422
Role of Calcineurin-dependent NFAT signaling in lymphocytes(NCI/Nature)	200069	203228	206701
Calcium signaling in the CD4+ TCR pathway(NCI/Nature)	200149	203228	206701
Role of Calcineurin-dependent NFAT signaling in lymphocytes(NCI/Nature)	200069	203228	200100
Calcium signaling in the CD4+ TCR pathway(NCI/Nature)	200149	203228	200100
Role of Calcineurin-dependent NFAT signaling in lymphocytes(NCI/Nature)	200069	203228	201937
Calcium signaling in the CD4+ TCR pathway(NCI/Nature)	200149	203228	201937
Role of Calcineurin-dependent NFAT signaling in lymphocytes(NCI/Nature)	200069	203228	202196
Calcium signaling in the CD4+ TCR pathway(NCI/Nature)	200149	203228	202196
Alternative NF-kappaB pathway(NCI/Nature)	200034	201631	205021
Alternative NF-kappaB pathway(NCI/Nature)	200034	201631	205027
Alternative NF-kappaB pathway(NCI/Nature)	200034	201631	204121
IL12-mediated signaling events(NCI/Nature)	200031	201587	201680
IL12-mediated signaling events(NCI/Nature)	200031	201587	204449
IL12-mediated signaling events(NCI/Nature)	200031	201587	204926
IL12-mediated signaling events(NCI/Nature)	200031	201587	204457
IL12-mediated signaling events(NCI/Nature)	200031	201587	204980
p53 pathway(NCI/Nature)	200163	207398	200878
p53 pathway(NCI/Nature)	200163	207398	210695
p53 pathway(NCI/Nature)	200163	207398	203316
Neurotrophic factor-mediated Trk receptor signaling(NCI/Nature)	200118	205528	209180
Neurotrophic factor-mediated Trk receptor signaling(NCI/Nature)	200118	205528	209063
Neurotrophic factor-mediated Trk receptor signaling(NCI/Nature)	200118	205528	202691
Neurotrophic factor-mediated Trk receptor signaling(NCI/Nature)	200118	205528	202715
HIF-2-alpha transcription factor network(NCI/Nature)	200026	201312	204690
HIF-2-alpha transcription factor network(NCI/Nature)	200026	201312	204689
HIF-2-alpha transcription factor network(NCI/Nature)	200026	201312	200170
HIF-2-alpha transcription factor network(NCI/Nature)	200026	201312	201602
HIF-2-alpha transcription factor network(NCI/Nature)	200026	201312	201602
TCR signaling in naïve CD4+ T cells(NCI/Nature)	200018	200976	204342
TCR signaling in naïve CD4+ T cells(NCI/Nature)	200018	200976	204418
TCR signaling in naïve CD4+ T cells(NCI/Nature)	200018	200976	200579
BCR signaling pathway(NCI/Nature)	200005	200283	203653
BCR signaling pathway(NCI/Nature)	200005	200283	203653
BCR signaling pathway(NCI/Nature)	200005	200283	200389
Nectin adhesion pathway(NCI/Nature)	200048	202080	200568
Nectin adhesion pathway(NCI/Nature)	200048	202080	200568
Nectin adhesion pathway(NCI/Nature)	200048	202080	200567
IL12-mediated signaling events(NCI/Nature)	200031	201550	200974
IL12-mediated signaling events(NCI/Nature)	200031	201550	200960
IL12-mediated signaling events(NCI/Nature)	200031	201550	204457
IL12-mediated signaling events(NCI/Nature)	200031	201550	200960
IL12-mediated signaling events(NCI/Nature)	200031	201550	204449
Calcineurin-regulated NFAT-dependent transcription in lymphocytes(NCI/Nature)	200036	201737	205106
Calcineurin-regulated NFAT-dependent transcription in lymphocytes(NCI/Nature)	200036	201737	200447
Regulation of nuclear SMAD2/3 signaling(NCI/Nature)	200002	200016	203463
Regulation of nuclear SMAD2/3 signaling(NCI/Nature)	200002	200016	200421
Regulation of nuclear SMAD2/3 signaling(NCI/Nature)	200002	200016	203465
Caspase cascade in apoptosis(NCI/Nature)	200138	206239	200368
Caspase cascade in apoptosis(NCI/Nature)	200138	206239	202974
Caspase cascade in apoptosis(NCI/Nature)	200138	206239	200218
Presenilin action in Notch and Wnt signaling(NCI/Nature)	200047	202035	200321
Presenilin action in Notch and Wnt signaling(NCI/Nature)	200047	202035	205487
Presenilin action in Notch and Wnt signaling(NCI/Nature)	200047	202035	201851
Signaling events mediated by VEGFR1 and VEGFR2(NCI/Nature)	200151	206846	206485
Signaling events mediated by VEGFR1 and VEGFR2(NCI/Nature)	200151	206846	210250
Signaling events mediated by VEGFR1 and VEGFR2(NCI/Nature)	200151	206846	202685
Signaling events mediated by Stem cell factor receptor (c-Kit)(NCI/Nature)	200146	206558	200955
Signaling events mediated by Stem cell factor receptor (c-Kit)(NCI/Nature)	200146	206558	200955
Signaling events mediated by Stem cell factor receptor (c-Kit)(NCI/Nature)	200146	206558	200554
E-cadherin signaling in keratinocytes(NCI/Nature)	200115	205303	202794
E-cadherin signaling in keratinocytes(NCI/Nature)	200115	205303	202794
E-cadherin signaling in keratinocytes(NCI/Nature)	200115	205303	200505
Direct p53 effectors(NCI/Nature)	200093	204175	207705
Direct p53 effectors(NCI/Nature)	200093	204175	202514
BARD1 signaling events(NCI/Nature)	200162	207342	210679
BARD1 signaling events(NCI/Nature)	200162	207342	210641
BARD1 signaling events(NCI/Nature)	200162	207342	202503
BARD1 signaling events(NCI/Nature)	200162	207342	203313
BCR signaling pathway(NCI/Nature)	200005	200267	200345
BCR signaling pathway(NCI/Nature)	200005	200267	200345
BCR signaling pathway(NCI/Nature)	200005	200267	200493
Syndecan-2-mediated signaling events(NCI/Nature)	200154	206923	210341
Syndecan-2-mediated signaling events(NCI/Nature)	200154	206923	201531
Syndecan-2-mediated signaling events(NCI/Nature)	200154	206923	201185
Syndecan-2-mediated signaling events(NCI/Nature)	200154	206923	201531
p53 pathway(NCI/Nature)	200163	207376	207705
p53 pathway(NCI/Nature)	200163	207376	207725
p53 pathway(NCI/Nature)	200163	207376	203325
Arf6 signaling events(NCI/Nature)	200055	202424	205284
Arf6 signaling events(NCI/Nature)	200055	202424	205288
Arf6 signaling events(NCI/Nature)	200055	202424	205947
Arf6 signaling events(NCI/Nature)	200055	202424	200489
Arf6 signaling events(NCI/Nature)	200055	202424	200490
E2F transcription factor network(NCI/Nature)	200023	201079	204514
E2F transcription factor network(NCI/Nature)	200023	201079	200179
Regulation of nuclear SMAD2/3 signaling(NCI/Nature)	200002	200064	203452
Regulation of nuclear SMAD2/3 signaling(NCI/Nature)	200002	200064	203530
Regulation of nuclear SMAD2/3 signaling(NCI/Nature)	200002	200064	200456
S1P2 pathway(NCI/Nature)	200168	207584	200621
S1P2 pathway(NCI/Nature)	200168	207584	200621
S1P2 pathway(NCI/Nature)	200168	207584	208012
TNF receptor signaling pathway(NCI/Nature)	200079	203657	207293
TNF receptor signaling pathway(NCI/Nature)	200079	203657	207300
TNF receptor signaling pathway(NCI/Nature)	200079	203657	207299
a6b1 and a6b4 Integrin signaling(NCI/Nature)	200152	206883	210297
a6b1 and a6b4 Integrin signaling(NCI/Nature)	200152	206883	210293
a6b1 and a6b4 Integrin signaling(NCI/Nature)	200152	206883	200492
EGF receptor (ErbB1) signaling pathway(NCI/Nature)	200078	203601	207167
EGF receptor (ErbB1) signaling pathway(NCI/Nature)	200078	203601	207205
EGF receptor (ErbB1) signaling pathway(NCI/Nature)	200078	203601	200485
Signaling events mediated by PTP1B(NCI/Nature)	200030	201487	204447
Signaling events mediated by PTP1B(NCI/Nature)	200030	201487	200959
Signaling events mediated by PTP1B(NCI/Nature)	200030	201487	204870
Signaling events mediated by PTP1B(NCI/Nature)	200030	201487	200959
HIV-1 Nef: Negative effector of Fas and TNF-alpha(NCI/Nature)	200123	205732	200945
HIV-1 Nef: Negative effector of Fas and TNF-alpha(NCI/Nature)	200123	205732	200945
HIV-1 Nef: Negative effector of Fas and TNF-alpha(NCI/Nature)	200123	205732	209340
Alpha-synuclein signaling(NCI/Nature)	200174	207800	200387
Alpha-synuclein signaling(NCI/Nature)	200174	207800	210991
Alpha-synuclein signaling(NCI/Nature)	200174	207800	200541
Sumoylation by RanBP2 regulates transcriptional repression(NCI/Nature)	200089	203929	206184
Sumoylation by RanBP2 regulates transcriptional repression(NCI/Nature)	200089	203929	204249
Sumoylation by RanBP2 regulates transcriptional repression(NCI/Nature)	200089	203929	200862
Angiopoietin receptor Tie2-mediated signaling(NCI/Nature)	200060	202711	206197
Angiopoietin receptor Tie2-mediated signaling(NCI/Nature)	200060	202711	206201
Angiopoietin receptor Tie2-mediated signaling(NCI/Nature)	200060	202711	200492
Nongenotropic Androgen signaling(NCI/Nature)	200135	206061	200054
Nongenotropic Androgen signaling(NCI/Nature)	200135	206061	200055
Nongenotropic Androgen signaling(NCI/Nature)	200135	206061	200505
CXCR3-mediated signaling events(NCI/Nature)	200140	206328	203912
CXCR3-mediated signaling events(NCI/Nature)	200140	206328	209842
CXCR3-mediated signaling events(NCI/Nature)	200140	206328	201232
CXCR3-mediated signaling events(NCI/Nature)	200140	206328	200489
CXCR3-mediated signaling events(NCI/Nature)	200140	206328	200490
CXCR3-mediated signaling events(NCI/Nature)	200140	206328	209841
CXCR3-mediated signaling events(NCI/Nature)	200140	206328	206330
Neurotrophic factor-mediated Trk receptor signaling(NCI/Nature)	200118	205485	209113
Neurotrophic factor-mediated Trk receptor signaling(NCI/Nature)	200118	205485	209105
Neurotrophic factor-mediated Trk receptor signaling(NCI/Nature)	200118	205485	200205
Neurotrophic factor-mediated Trk receptor signaling(NCI/Nature)	200118	205485	200160
Atypical NF-kappaB pathway(NCI/Nature)	200013	200691	200789
Atypical NF-kappaB pathway(NCI/Nature)	200013	200691	204111
Atypical NF-kappaB pathway(NCI/Nature)	200013	200691	200537
CDC42 signaling events(NCI/Nature)	200052	202231	205682
CDC42 signaling events(NCI/Nature)	200052	202231	205684
CDC42 signaling events(NCI/Nature)	200052	202231	201914
Signaling events mediated by PRL(NCI/Nature)	200006	200320	200621
Signaling events mediated by PRL(NCI/Nature)	200006	200320	200621
Signaling events mediated by PRL(NCI/Nature)	200006	200320	200612
Aurora B signaling(NCI/Nature)	200009	200489	203905
Aurora B signaling(NCI/Nature)	200009	200489	203906
Aurora B signaling(NCI/Nature)	200009	200489	200670
Direct p53 effectors(NCI/Nature)	200093	204163	207705
Direct p53 effectors(NCI/Nature)	200093	204163	200996
TRAIL signaling pathway(NCI/Nature)	200051	202151	205626
TRAIL signaling pathway(NCI/Nature)	200051	202151	205637
TRAIL signaling pathway(NCI/Nature)	200051	202151	201895
Signaling events mediated by PTP1B(NCI/Nature)	200030	201492	200645
Signaling events mediated by PTP1B(NCI/Nature)	200030	201492	200645
Signaling events mediated by PTP1B(NCI/Nature)	200030	201492	200554
Lissencephaly gene (LIS1) in neuronal migration and development(NCI/Nature)	200105	204870	202690
Lissencephaly gene (LIS1) in neuronal migration and development(NCI/Nature)	200105	204870	202690
Lissencephaly gene (LIS1) in neuronal migration and development(NCI/Nature)	200105	204870	208452
Lissencephaly gene (LIS1) in neuronal migration and development(NCI/Nature)	200105	204870	208451
Signaling events mediated by VEGFR1 and VEGFR2(NCI/Nature)	200151	206825	200381
Signaling events mediated by VEGFR1 and VEGFR2(NCI/Nature)	200151	206825	200381
Signaling events mediated by VEGFR1 and VEGFR2(NCI/Nature)	200151	206825	210225
Canonical NF-kappaB pathway(NCI/Nature)	200022	201063	204510
Canonical NF-kappaB pathway(NCI/Nature)	200022	201063	200535
Canonical NF-kappaB pathway(NCI/Nature)	200022	201063	200979
Canonical NF-kappaB pathway(NCI/Nature)	200022	201063	200974
Signaling events mediated by VEGFR1 and VEGFR2(NCI/Nature)	200151	206812	210206
Signaling events mediated by VEGFR1 and VEGFR2(NCI/Nature)	200151	206812	210211
Signaling events mediated by VEGFR1 and VEGFR2(NCI/Nature)	200151	206812	210210
p53 pathway(NCI/Nature)	200163	207410	207730
p53 pathway(NCI/Nature)	200163	207410	207722
p53 pathway(NCI/Nature)	200163	207410	210740
p53 pathway(NCI/Nature)	200163	207410	200170
Signaling mediated by p38-alpha and p38-beta(NCI/Nature)	200144	206416	202271
Signaling mediated by p38-alpha and p38-beta(NCI/Nature)	200144	206416	202271
Signaling mediated by p38-alpha and p38-beta(NCI/Nature)	200144	206416	209925
Signaling events mediated by PRL(NCI/Nature)	200006	200312	200614
Signaling events mediated by PRL(NCI/Nature)	200006	200312	200614
Signaling events mediated by PRL(NCI/Nature)	200006	200312	200612
amb2 Integrin signaling(NCI/Nature)	200099	204506	207510
amb2 Integrin signaling(NCI/Nature)	200099	204506	208136
amb2 Integrin signaling(NCI/Nature)	200099	204506	200395
Presenilin action in Notch and Wnt signaling(NCI/Nature)	200047	202042	205491
Presenilin action in Notch and Wnt signaling(NCI/Nature)	200047	202042	200792
Presenilin action in Notch and Wnt signaling(NCI/Nature)	200047	202042	200376
VEGFR1 specific signals(NCI/Nature)	200141	206366	203112
VEGFR1 specific signals(NCI/Nature)	200141	206366	209882
VEGFR1 specific signals(NCI/Nature)	200141	206366	209881
Signaling events mediated by Stem cell factor receptor (c-Kit)(NCI/Nature)	200146	206591	200490
Signaling events mediated by Stem cell factor receptor (c-Kit)(NCI/Nature)	200146	206591	200489
Signaling events mediated by Stem cell factor receptor (c-Kit)(NCI/Nature)	200146	206591	210026
Signaling events mediated by Stem cell factor receptor (c-Kit)(NCI/Nature)	200146	206591	200488
Signaling events mediated by Stem cell factor receptor (c-Kit)(NCI/Nature)	200146	206591	200488
EGF receptor (ErbB1) signaling pathway(NCI/Nature)	200078	203592	207183
EGF receptor (ErbB1) signaling pathway(NCI/Nature)	200078	203592	207185
EGF receptor (ErbB1) signaling pathway(NCI/Nature)	200078	203592	204329
Coregulation of Androgen receptor activity(NCI/Nature)	200035	201686	205033
Coregulation of Androgen receptor activity(NCI/Nature)	200035	201686	205094
Coregulation of Androgen receptor activity(NCI/Nature)	200035	201686	201719
Syndecan-1-mediated signaling events(NCI/Nature)	200124	205785	209385
Syndecan-1-mediated signaling events(NCI/Nature)	200124	205785	209386
Syndecan-1-mediated signaling events(NCI/Nature)	200124	205785	200500
Trk receptor signaling mediated by PI3K and PLC-gamma(NCI/Nature)	200170	207651	210874
Trk receptor signaling mediated by PI3K and PLC-gamma(NCI/Nature)	200170	207651	207989
Trk receptor signaling mediated by PI3K and PLC-gamma(NCI/Nature)	200170	207651	203368
Trk receptor signaling mediated by PI3K and PLC-gamma(NCI/Nature)	200170	207651	200483
Presenilin action in Notch and Wnt signaling(NCI/Nature)	200047	202052	201869
Presenilin action in Notch and Wnt signaling(NCI/Nature)	200047	202052	201869
Visual signal transduction: Cones(NCI/Nature)	200071	203331	202257
Visual signal transduction: Cones(NCI/Nature)	200071	203331	206846
Visual signal transduction: Cones(NCI/Nature)	200071	203331	202227
Visual signal transduction: Cones(NCI/Nature)	200071	203331	202229
Nephrin/Neph1 signaling in the kidney podocyte(NCI/Nature)	200122	205718	209335
Nephrin/Neph1 signaling in the kidney podocyte(NCI/Nature)	200122	205718	209296
Nephrin/Neph1 signaling in the kidney podocyte(NCI/Nature)	200122	205718	200526
Nephrin/Neph1 signaling in the kidney podocyte(NCI/Nature)	200122	205718	200787
IFN-gamma pathway(NCI/Nature)	200101	204643	200345
IFN-gamma pathway(NCI/Nature)	200101	204643	200345
IFN-gamma pathway(NCI/Nature)	200101	204643	200346
Paxillin-dependent events mediated by a4b1(NCI/Nature)	200108	205006	208553
Paxillin-dependent events mediated by a4b1(NCI/Nature)	200108	205006	208569
Paxillin-dependent events mediated by a4b1(NCI/Nature)	200108	205006	201939
Direct p53 effectors(NCI/Nature)	200093	204197	207705
Direct p53 effectors(NCI/Nature)	200093	204197	201990
Regulation of Androgen receptor activity(NCI/Nature)	200094	204276	201694
Regulation of Androgen receptor activity(NCI/Nature)	200094	204276	205033
Regulation of Androgen receptor activity(NCI/Nature)	200094	204276	200791
Regulation of Androgen receptor activity(NCI/Nature)	200094	204276	201735
E-cadherin signaling in keratinocytes(NCI/Nature)	200115	205332	202796
E-cadherin signaling in keratinocytes(NCI/Nature)	200115	205332	202796
E-cadherin signaling in keratinocytes(NCI/Nature)	200115	205332	208884
Arf6 downstream pathway(NCI/Nature)	200072	203336	200296
Arf6 downstream pathway(NCI/Nature)	200072	203336	200296
Arf6 downstream pathway(NCI/Nature)	200072	203336	205284
Signaling events mediated by PRL(NCI/Nature)	200006	200326	200623
Signaling events mediated by PRL(NCI/Nature)	200006	200326	200623
Signaling events mediated by PRL(NCI/Nature)	200006	200326	200622
TCR signaling in naïve CD4+ T cells(NCI/Nature)	200018	200886	200492
TCR signaling in naïve CD4+ T cells(NCI/Nature)	200018	200886	200492
TCR signaling in naïve CD4+ T cells(NCI/Nature)	200018	200886	204325
Lissencephaly gene (LIS1) in neuronal migration and development(NCI/Nature)	200105	204887	200937
Lissencephaly gene (LIS1) in neuronal migration and development(NCI/Nature)	200105	204887	200937
